x11,x12,x13,x14,x21,x22,x23,x24,x31,x32,x33,x34,x41,x42,x43,x44,d_x11,d_x12,d_x13,d_x14,d_x21,d_x22,d_x23,d_x24,d_x31,d_x32,d_x33,d_x34,d_x41,d_x42,d_x43,d_x44
1.0,0.69184214,0.15099072,0.22519265,0.78555936,1.0,1.2324021,0.6028658,0.71545696,1.6600606,1.0,1.7178149,1.7048633,0.49664512,0.029453216,1.0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
1.0,1.87759,1.8497463,1.5123818,1.4505142,1.0,1.5683836,1.4848405,0.20977984,0.634394,1.0,0.50582266,1.674449,0.30959243,0.67074734,1.0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
1.0,0.71873313,1.160994,0.7050961,1.2878379,1.0,1.267022,1.7955786,0.09208755,1.00956,1.0,1.3368623,1.4663252,1.376406,1.621976,1.0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
1.0,0.7585099,1.1543068,0.6561619,1.9053471,1.0,0.54176056,1.428815,1.625044,1.6724622,1.0,0.15700217,0.66777825,1.5301982,1.5495845,1.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1.0,1.0814149,0.9101637,1.8551244,1.6245875,1.0,0.73029363,1.3959668,0.32496008,1.4778359,1.0,1.0943434,0.902966,0.36929128,1.9728674,1.0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
1.0,0.33193064,1.8561648,0.25174603,1.9342432,1.0,0.027846672,0.8813008,1.98777,1.9270489,1.0,0.97852594,0.6403433,1.609209,1.8732307,1.0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1.0,0.41246498,1.9644761,1.9490001,1.6009562,1.0,0.55930066,0.62563026,0.47365162,0.67287236,1.0,0.18223208,0.96055156,1.6635728,0.88983977,1.0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1
1.0,1.0755357,1.939773,0.21206637,1.7068036,1.0,0.5106032,1.396573,0.0059201494,0.9048362,1.0,0.9831135,1.7117844,0.532505,0.063641794,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
1.0,1.5849758,1.2621932,0.26792324,0.7748126,1.0,1.428253,1.67601,1.7358311,0.296082,1.0,1.5645325,1.7302113,0.056967873,1.444605,1.0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
1.0,1.2684373,0.6440911,1.9316852,0.1287296,1.0,1.9816239,0.34384716,1.8400052,1.2647775,1.0,0.2464475,0.74822193,0.6584041,0.31229305,1.0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1
1.0,1.1074299,1.7943804,1.2058573,0.2691503,1.0,1.492792,0.6289047,1.6510451,1.2254456,1.0,1.4710025,1.898351,1.1768577,0.66237336,1.0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
1.0,1.0837333,0.41942373,1.5129476,0.66741353,1.0,1.8558109,1.3838362,0.45575953,0.12044767,1.0,0.11457987,1.3394537,0.19235584,0.91095096,1.0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
1.0,1.887561,0.7786755,1.9365519,0.7233297,1.0,1.4978511,0.9135663,1.9705284,1.733523,1.0,0.89324427,0.29379743,0.13657914,1.4292301,1.0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
1.0,1.2629123,1.510725,1.5244428,1.6575488,1.0,0.16933253,1.1146226,1.111688,0.10514052,1.0,0.5686151,1.979284,1.2225047,1.6200076,1.0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
1.0,1.5633159,1.1029819,1.7179345,1.2202581,1.0,0.8379066,0.32711685,1.7100108,0.85384935,1.0,0.9905651,1.1695304,1.2175614,0.33807415,1.0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1.0,0.6093977,1.3096889,1.659945,1.4687622,1.0,0.15115236,1.5969462,0.686619,1.7053671,1.0,1.772095,0.6549052,0.23876661,0.89206976,1.0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1
1.0,0.28684282,1.5010204,1.4213716,0.6062816,1.0,0.049756754,1.306111,0.42475665,0.93602633,1.0,1.1838347,1.9963044,1.4282279,1.3594466,1.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1.0,0.36512706,1.4508417,0.50474787,0.73756003,1.0,1.0797155,1.1621715,1.7758722,0.116424814,1.0,1.7700634,1.6144184,1.7072797,1.834584,1.0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1
1.0,1.8555193,1.9698668,1.6033444,0.4485703,1.0,0.2506576,1.7657138,0.11558128,1.7736638,1.0,1.1998907,1.8017527,1.3902516,0.9983452,1.0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
1.0,1.9880624,1.3953824,0.5404997,1.5646158,1.0,1.003625,1.4651083,1.7048965,1.1016392,1.0,0.11709722,1.5558666,0.19330166,1.0641813,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1.0,1.0942203,1.9550282,1.3533407,0.11954568,1.0,1.5528883,0.88217413,1.1786149,0.48195928,1.0,0.2086989,0.6603158,1.3741521,0.45363358,1.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
1.0,0.7627554,0.5099046,1.7327266,1.4947184,1.0,0.7251349,0.25508055,1.8707249,0.15336886,1.0,0.5108849,1.7991748,1.4011897,0.3612011,1.0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
1.0,1.0801924,0.20860274,0.6267951,1.0606179,1.0,1.9604335,0.77809256,0.18356659,0.73059106,1.0,0.5392578,1.4365085,1.1733716,0.7005325,1.0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1
1.0,1.7503633,1.5990727,0.1415481,1.5320761,1.0,0.8372653,0.107724115,0.12928028,1.9322479,1.0,1.7019994,0.48549703,0.78066397,0.6478466,1.0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1.0,1.7510892,0.18820697,1.2276942,1.3939949,1.0,1.1488178,0.25811002,1.832095,1.3848345,1.0,1.7691928,1.8619349,1.2427464,0.7629956,1.0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1
1.0,1.1508652,0.6277441,0.10536769,0.35255215,1.0,1.1587715,1.5144603,1.9921839,0.2350609,1.0,0.64594615,0.7466855,1.0326068,0.78819454,1.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
1.0,1.5882754,1.1947861,1.7317264,1.1899637,1.0,1.4414437,1.6761119,0.9921025,1.4275768,1.0,1.476426,0.56205964,1.4085661,1.5161701,1.0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
1.0,0.7759039,0.15946992,0.5447095,0.552636,1.0,1.2676896,1.576578,1.4067218,1.8938941,1.0,0.422275,0.95201355,0.48555368,1.6026254,1.0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
1.0,0.48253435,0.52092713,0.39289916,1.6362889,1.0,1.3828156,1.8136894,0.06949489,0.9523415,1.0,1.9195482,0.630432,1.954016,1.8471996,1.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
1.0,0.062574804,1.3839238,0.3451758,0.114906274,1.0,1.1857246,1.513931,1.8796636,0.3751844,1.0,1.3885317,1.8034736,0.93608767,0.942436,1.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1
1.0,1.0331495,1.4586438,1.5118768,0.41229236,1.0,1.4363892,0.5175338,0.8712966,1.1788505,1.0,1.0573784,0.08874444,1.9420341,0.45237687,1.0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1
1.0,1.0841594,0.099239774,0.1490065,1.5098304,1.0,0.61428845,0.18173747,1.4300966,0.08237892,1.0,0.9556967,0.6967257,0.7416692,0.23444329,1.0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
1.0,1.3478353,1.6708251,1.1431942,0.5803583,1.0,1.752132,0.14645787,0.07033844,0.5865201,1.0,0.005103863,1.7907981,1.4287035,1.8058873,1.0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
1.0,1.2756073,1.9516182,1.8627516,1.7092578,1.0,1.7581985,1.4466543,0.18637139,0.3323779,1.0,0.82583016,1.1743283,0.9427972,1.0920533,1.0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
1.0,0.8842866,1.0257713,1.4746515,1.3872176,1.0,0.4753071,0.72934586,1.9642004,0.27259406,1.0,1.7034578,1.3522927,1.4632729,0.8779585,1.0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
1.0,0.49864388,0.68129724,0.8557457,1.5664206,1.0,1.0549763,0.369749,0.83003455,1.243785,1.0,0.009666555,0.28768697,0.8062092,0.8390449,1.0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
1.0,1.1531271,0.5965966,1.9429457,1.9300494,1.0,0.41042396,0.3556175,1.3644145,0.35291347,1.0,0.31546983,1.3679302,0.7998989,0.9144376,1.0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
1.0,1.0504115,1.6228164,1.7274736,0.7848422,1.0,0.011385848,0.09467315,0.70696145,0.30401435,1.0,0.491609,1.4243516,0.5878393,1.384489,1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1.0,0.5000731,0.07964819,0.83893174,1.8837405,1.0,0.8988936,1.0196851,1.1708515,1.6008865,1.0,0.33484298,1.5740805,0.69050354,0.7216691,1.0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1.0,1.3818119,0.11830411,1.1278245,1.0136331,1.0,0.21932893,0.2773981,0.5720321,0.3237558,1.0,1.0547134,0.29769012,1.4725728,1.3271042,1.0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
1.0,1.470041,1.5299617,0.121441305,1.7182559,1.0,0.1962905,0.6311444,0.5521834,0.68619084,1.0,1.7036061,1.0593007,0.13160059,1.9103514,1.0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
1.0,1.482203,1.8475991,0.8623565,1.2842152,1.0,1.6790943,1.8652381,0.057486244,0.7448276,1.0,0.5986502,1.1019796,1.9770333,0.018971138,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
1.0,1.4221863,1.9231396,1.7036685,0.070695765,1.0,1.4881114,1.9181128,1.5407311,0.03824619,1.0,1.595907,1.7255297,1.2421362,0.04083749,1.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
1.0,1.6501993,0.9764917,0.32032806,0.5491787,1.0,0.68492216,0.96356523,0.46731824,1.5083127,1.0,0.70572996,0.097623184,1.683032,0.6046891,1.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
1.0,0.9095736,1.6815947,1.1556934,0.7120812,1.0,1.1751617,1.4580637,0.16741288,0.103544936,1.0,0.044693835,1.4226753,0.09050347,0.49464083,1.0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
1.0,1.0950272,0.42935854,0.4814151,0.28532937,1.0,1.3675487,0.78287005,1.300304,0.35740086,1.0,1.1450019,1.2379489,1.3762652,0.22152716,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
1.0,0.5122258,0.42033088,0.36050093,1.2933742,1.0,0.44062945,1.9286457,0.4226604,0.46864805,1.0,1.9236082,0.16600768,0.8253103,0.5950396,1.0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
1.0,1.1908538,1.9151447,0.7917759,1.761061,1.0,0.04859678,0.38812998,0.22317363,0.19401559,1.0,1.7814418,0.6151757,1.6140194,0.5160625,1.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
1.0,0.20274587,1.9860711,1.9565519,1.6681746,1.0,1.001282,1.8372201,0.7291803,0.1640718,1.0,0.05529871,0.5901331,0.036096137,1.6398162,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1.0,0.4207986,1.4200218,0.18505041,1.5162519,1.0,1.2410928,0.8287961,0.05439447,1.8474098,1.0,1.0917953,1.3443596,0.75428724,0.9261051,1.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1.0,0.93928313,0.09248157,1.5355525,1.197136,1.0,0.047818497,1.3190744,1.8364028,0.2309786,1.0,1.4315251,0.19761756,0.07801317,1.9092472,1.0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1.0,1.1859118,0.4370368,1.4619688,0.1269829,1.0,1.5687321,0.42102644,1.0095361,1.9245185,1.0,1.7289491,1.6132742,0.11871087,0.30891582,1.0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1.0,1.4828489,1.7297887,1.7386159,1.7937635,1.0,1.8518952,0.7826418,1.3912225,1.9425595,1.0,0.17970937,1.2534475,1.0854259,0.06666703,1.0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
1.0,1.0237702,0.5093507,1.5159571,1.6508131,1.0,0.63080543,0.24888612,1.5407491,1.9717522,1.0,0.6436153,0.5186147,1.9290016,1.3799253,1.0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
1.0,0.36606145,1.2162613,0.48155463,0.050718974,1.0,1.9258543,1.4845396,1.1615698,1.7272859,1.0,1.8241917,0.95380163,1.7386955,0.90233374,1.0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1.0,1.5108191,0.860426,0.47685543,0.913959,1.0,1.9531859,0.7324277,0.006504149,1.0969368,1.0,1.6522666,1.2337779,1.653568,1.4949852,1.0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
1.0,1.8272569,0.41817895,0.4276269,0.98941016,1.0,0.9545256,0.7764791,0.4432998,1.9460322,1.0,1.8782378,0.085386954,1.3072814,0.53939015,1.0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
1.0,1.3745073,1.7571092,1.9273411,1.3634763,1.0,0.74719346,1.4125532,0.63920546,1.6062195,1.0,1.4000133,0.22216232,0.9040486,1.550221,1.0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1
1.0,1.5028868,1.3367438,1.4963044,1.9066513,1.0,1.5375043,1.584865,0.8316786,1.7495722,1.0,1.633331,0.5944476,0.6248866,0.846679,1.0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1
1.0,1.3792894,0.5471022,1.6816727,1.1672435,1.0,1.2303513,0.5731549,1.1640658,0.5520338,1.0,0.15887079,1.9291756,1.6544975,0.7904049,1.0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1
1.0,0.5511914,0.18533841,1.9762542,0.3899283,1.0,1.1142695,1.6447011,0.0025243203,0.78203684,1.0,0.53225374,1.23297,1.4726896,1.5874964,1.0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
1.0,0.7636469,0.10494736,1.2955611,1.7732224,1.0,0.4213436,1.0901477,0.11609117,1.7771689,1.0,0.45149288,1.3994734,1.0988976,1.9736421,1.0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1
1.0,0.6906592,0.18450204,0.8715957,0.67584896,1.0,1.9704843,0.488589,0.015124731,1.0731184,1.0,0.9027722,1.2160783,0.65040874,1.3836668,1.0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1.0,1.7669749,0.16970843,0.6299079,1.2693679,1.0,0.22688246,1.717495,1.5729601,0.7310424,1.0,1.1324883,1.7025903,0.7516605,0.08188627,1.0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1
1.0,1.8071653,1.3907608,0.7071822,0.26050392,1.0,0.8276485,1.8032918,1.4499539,1.5035799,1.0,1.8762381,1.0261999,1.5413513,1.7506449,1.0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0
1.0,1.474959,1.9002895,1.2372862,1.4270512,1.0,0.9364619,0.76387036,1.678602,0.6767995,1.0,0.8944784,0.49380812,1.1824837,1.7490749,1.0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
1.0,0.08496786,1.9395537,0.35853726,1.843136,1.0,1.2958454,1.037815,0.92168224,1.8562968,1.0,0.68225086,1.4719639,0.6072777,1.9298204,1.0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1
1.0,1.8922776,0.9952189,0.48756844,1.8011801,1.0,1.6158093,1.3786731,1.5504087,0.68813014,1.0,1.2228136,1.528766,1.1108096,0.9552803,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1
1.0,0.24625078,0.25249293,0.84658426,0.1471323,1.0,0.047885727,1.0829866,0.7227415,0.4851904,1.0,1.0938145,1.3996482,0.27873296,1.6670026,1.0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
1.0,1.0691694,0.3472831,0.78643924,1.592842,1.0,0.56296104,0.4590156,0.332198,1.9063233,1.0,1.5611172,1.4946979,0.85515946,1.3985062,1.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
1.0,0.8258845,1.6356242,1.3125558,0.82746613,1.0,0.87832963,1.2839552,1.136802,1.0996425,1.0,0.39867958,1.8566577,0.07495208,0.8175454,1.0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1.0,1.3939476,0.5627288,0.8238582,0.2975457,1.0,1.543747,0.16781403,1.7119697,0.61569875,1.0,0.19646819,1.1997668,0.6573671,1.9904604,1.0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1
1.0,1.874322,1.19309,1.2900094,0.66108745,1.0,1.4925587,0.7602196,1.8148305,1.3982066,1.0,0.04733643,1.9738595,1.9188715,1.5008239,1.0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
1.0,1.6234291,0.36556953,1.9042653,0.83987975,1.0,1.2902434,0.022672841,0.06503275,1.421271,1.0,0.21146627,1.1781815,1.077637,0.18135488,1.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1
1.0,1.4407011,1.8367516,1.3978844,0.56302625,1.0,0.65088123,1.2538136,0.16127412,0.84309876,1.0,1.1724198,1.2443995,0.6566375,0.9580816,1.0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
1.0,1.899564,0.80387473,1.3784964,1.4045885,1.0,0.6418182,1.9173256,1.2589989,0.07517322,1.0,0.40595633,1.9530789,1.2777745,1.5869095,1.0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
1.0,0.59064865,0.25780335,1.7591665,1.6236386,1.0,0.08015076,1.3271362,0.0036547016,1.992448,1.0,0.077908576,0.47323382,1.4812433,0.9723709,1.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
1.0,1.2424524,0.021087568,1.5061072,1.8580761,1.0,1.9697962,0.77525246,0.33852527,0.41561276,1.0,1.1694735,0.49325752,0.99923134,0.6966659,1.0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
1.0,0.8804589,0.76227415,1.2943054,0.3282379,1.0,0.49733895,0.74326646,0.055380277,1.2130591,1.0,1.3273234,0.03899375,1.5193137,1.8581542,1.0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1.0,1.9069946,0.98841935,0.4537687,1.3762214,1.0,0.7710882,1.9135422,1.1125665,0.8655812,1.0,1.2628906,1.1845137,1.7109267,0.08695171,1.0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
1.0,0.15356153,1.7605019,1.2696968,1.0783217,1.0,1.1174293,0.2575302,0.77657163,0.98333186,1.0,1.8513126,0.3586347,1.0801188,1.4344532,1.0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1.0,1.0800302,0.10373963,0.6273035,0.8035312,1.0,1.3452055,0.91526204,1.675274,1.9565563,1.0,1.07725,0.2274983,0.32911763,1.4421515,1.0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
1.0,1.9223353,1.312047,0.78871316,0.12610537,1.0,1.680997,0.03796512,0.26275328,0.5412364,1.0,1.7476264,0.16609138,1.466597,1.9983613,1.0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1
1.0,1.7465079,0.025601534,1.6635554,0.44962087,1.0,1.33103,0.38271245,0.5004728,1.9421052,1.0,1.5226378,1.2406547,1.2890954,0.33613196,1.0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1
1.0,0.5471567,0.18325177,1.56518,1.9407512,1.0,1.5330176,0.18264009,0.35679325,0.92253435,1.0,0.63314337,1.614432,1.1303241,1.5911858,1.0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0
1.0,0.57826954,1.720255,0.19060835,1.6962445,1.0,1.8873513,1.5554707,1.0829052,0.72501105,1.0,1.3519182,0.32535633,1.6635163,0.907324,1.0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1.0,0.7929185,1.6562359,1.5748954,0.86207825,1.0,0.044975087,1.9120088,0.083425805,0.40307146,1.0,0.76075494,1.7752926,0.42129028,0.17521143,1.0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
1.0,0.85851294,1.2647117,0.7108056,0.5783122,1.0,1.853178,1.8425632,0.21451409,1.4726186,1.0,0.7580747,0.13405351,1.3346658,0.23558284,1.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1
1.0,1.1756566,1.1193544,0.4609406,0.40385306,1.0,0.7029163,0.7331549,0.3798409,0.6366002,1.0,0.4682215,0.13648112,1.1449002,1.0464083,1.0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1
1.0,0.761456,0.3071432,0.17769289,1.9562222,1.0,0.36591128,1.1366862,0.5311914,1.8687495,1.0,0.96305025,1.0499494,1.3432071,1.4015929,1.0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
1.0,0.11265239,0.8049407,0.89241475,0.019117815,1.0,0.9689131,0.4958803,0.14682503,0.76359755,1.0,0.39343718,0.84638953,0.32699838,0.2086301,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1
1.0,1.0454886,0.9183173,0.9614815,1.8113583,1.0,1.2852284,0.5465064,0.97988397,1.5426329,1.0,0.4491979,1.841771,0.148163,1.6033233,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1.0,1.9121437,1.9496043,0.038329456,0.76006204,1.0,0.12532666,0.86413896,0.6248038,1.513356,1.0,0.47340366,0.3666101,0.99828666,0.7848782,1.0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
1.0,1.8423657,0.77064455,0.40090203,1.9389951,1.0,1.900649,0.5111429,1.3819602,0.6173958,1.0,0.8459759,0.6247184,1.5675792,1.0070722,1.0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1
1.0,0.7673835,0.6620387,0.07831914,1.1911827,1.0,1.5875084,0.7625493,1.1907743,0.5337055,1.0,0.78113496,1.736189,1.3912717,1.7794985,1.0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1
1.0,1.2452152,0.6148421,1.6985189,0.6221672,1.0,1.584166,0.4099359,1.8512324,0.024457684,1.0,0.20797269,1.3331248,0.6183249,1.414947,1.0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
1.0,0.07390847,0.6983938,1.3478605,1.1166623,1.0,1.5548326,0.8876917,1.4025909,0.8528862,1.0,0.07091861,1.0819676,0.5628707,1.2083545,1.0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
1.0,0.12527293,1.2940487,0.11837914,0.043491438,1.0,0.6399632,0.042921986,1.2215037,1.0648762,1.0,1.9023851,0.5457339,1.8247538,1.5666616,1.0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
1.0,1.9020616,1.0487405,0.64300203,0.8532105,1.0,1.7118425,0.61249167,0.111506924,1.1013918,1.0,1.1919131,0.8269882,0.27422842,1.909772,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
1.0,0.26715288,1.8449064,1.5457487,0.99240035,1.0,1.8467996,1.0859779,1.2405204,0.102479815,1.0,0.019649914,0.091211796,0.8179998,0.10357321,1.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
1.0,1.9910344,1.2831751,0.94024366,0.4940887,1.0,1.1025766,0.07255993,1.0080917,0.89769894,1.0,0.9355018,1.4363383,1.2307254,0.16207942,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1.0,1.9157667,0.4414614,0.90385133,1.4821887,1.0,1.828011,1.9006788,1.8687625,0.9634387,1.0,0.47703385,0.752398,0.42600232,0.9665967,1.0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1
1.0,0.5343218,0.3106963,0.02691814,0.81323147,1.0,1.9442427,0.98662686,0.5609066,0.59417343,1.0,1.6407406,1.2687644,1.204401,1.2091286,1.0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1
1.0,1.9809272,1.8381255,1.5308454,0.894364,1.0,1.2754356,0.8387778,0.13945772,0.6014826,1.0,1.7969308,1.1113324,0.33241072,1.8975929,1.0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0
1.0,0.63951015,0.3166633,1.541672,1.3427486,1.0,0.54432875,0.8726299,0.9895232,0.2027395,1.0,0.18885767,1.7023044,0.30459356,1.3830799,1.0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
1.0,1.4966557,1.9984722,1.620517,1.891945,1.0,1.4142907,0.54795325,0.46976796,0.88674957,1.0,1.5243393,0.4306099,1.2352929,0.6549317,1.0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
1.0,0.5257814,0.8841062,1.4542927,0.017536772,1.0,0.25169683,1.2273315,1.1252632,1.3296864,1.0,1.8064773,1.2390097,0.096873865,1.601528,1.0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
1.0,0.05285254,0.13261734,1.6125079,0.5895675,1.0,0.08499597,1.6773908,1.935493,0.4357509,1.0,0.27412224,1.1575371,0.56954515,1.8661964,1.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1.0,0.88824135,0.6849548,1.8398938,1.0552021,1.0,0.09816352,0.89937747,1.4542074,0.43314043,1.0,0.11434724,1.0930332,1.9370327,1.2758152,1.0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
1.0,1.3018851,0.30359313,0.46772176,0.71036994,1.0,1.9906002,1.4902949,0.49879885,0.5158163,1.0,1.9602158,1.9079679,1.0671276,1.8038065,1.0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
1.0,0.9925089,1.9069972,1.0974394,1.0247817,1.0,0.43291765,1.7094685,1.854968,0.31577316,1.0,0.21303098,1.3525753,0.6047314,0.7927086,1.0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
1.0,0.40398896,1.2618229,0.29772294,0.68105876,1.0,0.4942056,1.9185039,1.7178057,0.4902787,1.0,1.0028605,0.6213762,1.7872056,0.523298,1.0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1
1.0,0.3568097,1.5483019,1.3307532,1.5390068,1.0,0.47809625,0.6916986,1.6017241,1.3197453,1.0,1.9061362,1.0079044,1.1383454,1.4359884,1.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1
1.0,0.49124333,1.804619,0.18621714,0.63192433,1.0,0.7957269,1.9364073,1.7529911,1.1777657,1.0,1.3346084,0.24152166,0.23115113,1.9053105,1.0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1.0,1.15197,0.81419635,1.1951965,0.27850413,1.0,0.8277032,0.36143875,1.5764838,0.6007725,1.0,0.971,1.5634788,0.38999456,0.35946065,1.0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1
1.0,0.034983058,1.5626699,1.5495275,1.9532845,1.0,1.3484356,0.33932608,1.2508353,1.2929527,1.0,0.9708684,1.2624869,0.40406528,1.7352614,1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
